execution_group,gate_id,release_evidence_lane,evidence_posture,required_execution,missing_evidence
"Billing, wallets, trials, subscriptions, and settlement","outcome_resolver_liveness_backlog_runtime","m11_3","required_product_runtime_evidence_missing","cron_test + chaos_test + browser_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","solo_plan_change_console_isolation","m11_3","required_product_runtime_evidence_missing","Plan-change handler tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","solo_envelope_per_console_isolation","m11_3","required_product_runtime_evidence_missing","Throttling-state computation tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","console_isolation_violation_no_data_path_use","m11_3","required_product_runtime_evidence_missing","Sourcera codebase static-analysis pass against every endpoint that returns `console_isolation_violation`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","auth_audit_event_emission_completeness","m11_3","required_product_runtime_evidence_missing","Authentication path test coverage.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","cross_org_guest_sso_bypass_blocked","m11_3","required_product_runtime_evidence_missing","§6.5.1 email-domain-match check at §6.5 email+password authentication.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","workos_raw_attributes_not_consumed","m02_3","required_product_runtime_evidence_missing","Future deploy/static chain: `.github/workflows/deploy-validator.yml`; `convex/deploy_validators/workos_raw_attributes_not_consumed.ts`; `tests/security/workos_raw_attributes_not_consumed.spec.ts`.","Execution context requires: Future deploy/static chain: `.github/workflows/deploy-validator.yml`; `convex/deploy_validators/workos_raw_attributes_not_consumed.ts`; `tests/security/workos_raw_attributes_not_consumed.spec.ts`."
"Identity, permissions, entitlements, and console isolation","workos_predefined_attributes_consumed","m11_3","required_product_runtime_evidence_missing","SCIM webhook handler tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","workos_groups_api_membership_consistency","m11_3","required_product_runtime_evidence_missing","WorkOS Groups API webhook delivery integration tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","workos_directory_group_role_assignment_precedence","m11_3","required_product_runtime_evidence_missing","Role-resolution code paths (static analysis + property test).",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","m16_same_domain_enforcement_dual_point_canonical","m02_3","local_guard_present_external_evidence_pending","pr_lint + convex unit + post-build","deployed create-time and signup-time validator evidence remains required"
"Identity, permissions, entitlements, and console isolation","entitlement_matrix_registry_binding_completeness","m11_3","required_product_runtime_evidence_missing","deploy_validator + pr_lint",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","member_role_permission_completeness","m11_3","required_product_runtime_evidence_missing","pr_lint + deploy_validator + endpoint_fixture",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","buyer_console_role_permission_completeness","m11_3","required_product_runtime_evidence_missing","pr_lint + deploy_validator + endpoint_fixture",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","entitlement_matrix_non_ai_runtime_branching","m11_3","required_product_runtime_evidence_missing","runtime_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","cross_console_shared_ui_preference_firewall","m11_3","required_product_runtime_evidence_missing","runtime_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Identity, permissions, entitlements, and console isolation","global_ban_reversal_core_runtime_consistency","m11_3","required_product_runtime_evidence_missing","deploy_validator + integration_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","audit_event_hash_chain_full_corpus_coverage","m21_3","required_product_runtime_evidence_missing","§42.6.1 `audit_event_hash_chain_scan` job runtime telemetry.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","audit_event_break_glass_integrity_scan_triggered","m21_3","required_product_runtime_evidence_missing","§50.2.4 ¶4 break-glass `session_closed` event handler.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_residency_partition_isolation","m02_3","required_product_runtime_evidence_missing","Future deploy/static chain: `.github/workflows/deploy-validator.yml`; `convex/deploy_validators/dsar_cascade_residency_partition_isolation.ts`; `tests/security/dsar_cascade_residency_partition_isolation.spec.ts`.","Execution context requires: Future deploy/static chain: `.github/workflows/deploy-validator.yml`; `convex/deploy_validators/dsar_cascade_residency_partition_isolation.ts`; `tests/security/dsar_cascade_residency_partition_isolation.spec.ts`."
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_manifestly_unfounded_rejection_audit_emission","m11_3","required_product_runtime_evidence_missing","DSARRequest state-transition handler tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_aggregate_recompute_synchronous","m11_3","required_product_runtime_evidence_missing","DSAR cascade-walker code paths + cascade-transaction property tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_aggregate_recompute_suppression_completeness","m11_3","required_product_runtime_evidence_missing","QA test pack against §4.4.18 / §4.4.12 / §4.4.15 / §4.4.16 entity recompute mutations.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_aggregate_recompute_backstop_drift","m21_3","required_product_runtime_evidence_missing","Datadog metric on the §4.4.18 / §4.4.12 / §4.4.15 / §4.4.16 nightly sweep.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_bridge_payload_body_pii_sweep_completeness","m11_3","required_product_runtime_evidence_missing","DSAR cascade-walker code paths + cascade-transaction property tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_bridge_redaction_hash_recompute","m11_3","required_product_runtime_evidence_missing","Bridge Event row write tests post-cascade.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_partial_failure_pagerduty_sla","m11_3","required_product_runtime_evidence_missing","Datadog synthetic test against `dsar.cascade.partial_failure` event emission + PagerDuty webhook.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_partial_failure_resume_sla_24h","m11_3","required_product_runtime_evidence_missing","DSAR cascade `pause_started_at` → `dsar.cascade.resume` SLA telemetry.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_statutory_ceiling_auto_escalation","m11_3","required_product_runtime_evidence_missing","DSAR cascade cumulative-pause computation tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_pseudonym_epoch_consistency","m11_3","required_product_runtime_evidence_missing","DSARRequest schema + User schema + Pattern B re-pseudonymization workflow tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dr_failover_residency_bound","m21_3","required_product_runtime_evidence_missing","Convex deployment topology static analysis at deploy time.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","dns_failover_target_residency_match","m21_3","required_product_runtime_evidence_missing","Datadog synthetic chaos test (quarterly).",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","dr_failover_no_cross_residency","m21_3","required_product_runtime_evidence_missing","QA chaos test against concurrent same-residency primary + replica outage.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","dr_restore_test_residency_partition","m21_3","required_product_runtime_evidence_missing","Quarterly DR restore-test runtime telemetry.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","dr_game_day_overdue","m21_3","required_product_runtime_evidence_missing","Quarterly DR game-day cadence Datadog alarm.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","backup_residency_partition_isolation","m21_3","required_product_runtime_evidence_missing","Convex backup-topology static analysis at deploy time.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","s3_replication_policy_residency_bound","m21_3","required_product_runtime_evidence_missing","Terraform IaC static analysis at apply time.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","s3_cross_region_replica_dpa_approval_required","m21_3","required_product_runtime_evidence_missing","Terraform IaC apply hook + AuditEvent emission check.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","backup_dsar_repseudonymization_completeness","m21_3","required_product_runtime_evidence_missing","DSAR fulfillment QA test pack.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_excluded_snapshot_restore_blocked","m21_3","required_product_runtime_evidence_missing","Backup-restore handler tests.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","snapshot_catalog_residency_partition","m21_3","required_product_runtime_evidence_missing","Snapshot catalog read-path static analysis + integration tests.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","attachment_dsar_72h_binary_detach_sla","m11_3","required_product_runtime_evidence_missing","Datadog synthetic test against the Convex Storage delete API on a Pattern-A DSAR-attached binary.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","m3_signed_payload_anonymity_binding","m11_3","required_product_runtime_evidence_missing","migration + convex transaction + signer + API/public-render integration",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_erased_buyer_excluded_from_recovery_cadence","m21_3","required_product_runtime_evidence_missing","convex unit",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","network_effects_residency_partition_canonical_consumer","m21_3","required_product_runtime_evidence_missing","terraform IaC + post-build",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","org_custom_residency_label_required","m11_3","required_product_runtime_evidence_missing","runtime_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","agent_feedback_no_model_training","m11_3","required_product_runtime_evidence_missing","deploy_validator + runtime_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","audit_event_residency_partitioning_bound","m11_3","required_product_runtime_evidence_missing","runtime_test + pr_lint",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_export_delivery_residency_bound","m11_3","required_product_runtime_evidence_missing","runtime_test + pr_lint",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","observability_residency_routing_bound","m11_3","required_product_runtime_evidence_missing","runtime_test + deploy_validator",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","cmek_rotation_runtime_evidence","m11_3","required_product_runtime_evidence_missing","runtime_test + release_stamp",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","field_encryption_plaintext_egress_guard","m11_3","required_product_runtime_evidence_missing","runtime_test + deploy_validator",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","video_demo_transcript_pii_redaction","m21_3","required_product_runtime_evidence_missing","runtime_test + deploy_validator",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_cascade_audit_completeness","m11_3","required_product_runtime_evidence_missing","runtime_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","audit_integrity_exemption_redaction_path_correctness","m02_3","local_guard_present_external_evidence_pending","pr_lint + deploy_validator","deployed retained-row mapping validator evidence remains required"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_30d_sla_observability","m11_3","required_product_runtime_evidence_missing","runtime_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_sla_window_breached","m21_3","required_product_runtime_evidence_missing","synthetic_monitor",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"DSAR, audit, residency, retention, backup, and disaster recovery","ops_read_audit_event_runtime_consistency","m11_3","required_product_runtime_evidence_missing","deploy_validator + integration_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","retention_table_residency_default_runtime","m11_3","required_product_runtime_evidence_missing","storage_test + migration_test + firewall_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_pseudonym_epoch_content_scrub_runtime","m11_3","required_product_runtime_evidence_missing","migration_test + forensic_query_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","dsar_manifestly_unfounded_appeal_runtime","m11_3","required_product_runtime_evidence_missing","state_machine_test + notification_test + mobile_e2e",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"DSAR, audit, residency, retention, backup, and disaster recovery","audit_events_export_ready_delivery_runtime","m11_3","required_product_runtime_evidence_missing","worker_test + outbox_test + serializer_test + retry_test + non_leak_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"APIs, webhooks, MCP, and Console Bridge","webhook_payload_no_selection_record_body","m11_3","required_product_runtime_evidence_missing","Webhook delivery serializers for `defense_view.generated` / `defense_view.regenerated`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"APIs, webhooks, MCP, and Console Bridge","mcp_session_token_record_entity_home","m11_3","required_product_runtime_evidence_missing","pr_lint + runtime_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"APIs, webhooks, MCP, and Console Bridge","api_latency_p95_regression","m11_3","required_product_runtime_evidence_missing","runtime_test + deploy_validator",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"APIs, webhooks, MCP, and Console Bridge","integration_export_payload_allowlist","m11_3","required_product_runtime_evidence_missing","runtime_test + pr_lint",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"APIs, webhooks, MCP, and Console Bridge","api_multistatus_schema_registration","m02_3","required_product_runtime_evidence_missing","openapi_validator + schema_test","tools/openapi/validators/api_multistatus_schema_registration.ts, tests/openapi/api_multistatus_schema_registration.spec.ts"
"APIs, webhooks, MCP, and Console Bridge","api_standard_retry_after_runtime_consistency","m11_3","required_product_runtime_evidence_missing","middleware_test + api_integration_test","tests/middleware/api_standard_retry_after_runtime_consistency.spec.ts, tests/integration/api_standard_retry_after_runtime_consistency.spec.ts"
"APIs, webhooks, MCP, and Console Bridge","api_rate_limit_plan_quota_runtime_consistency","m24_3","required_product_runtime_evidence_missing","deploy_validator + api_integration_test","convex/deploy_validators/api_rate_limit_plan_quota_runtime_consistency.ts, tests/integration/api_rate_limit_plan_quota_runtime_consistency.spec.ts"
"APIs, webhooks, MCP, and Console Bridge","webhook_dlq_runtime_consistency","m11_3","required_product_runtime_evidence_missing","schema_test + worker_test + api_integration_test","convex/schema/webhook_delivery_failures.ts, tests/workers/webhook_dlq_runtime_consistency.spec.ts, tests/integration/webhook_failure_api_runtime_consistency.spec.ts"
"APIs, webhooks, MCP, and Console Bridge","webhook_endpoint_pool_runtime_consistency","m24_3","required_product_runtime_evidence_missing","deploy_validator + entitlement_integration_test","convex/deploy_validators/webhook_endpoint_pool_runtime_consistency.ts, tests/integration/webhook_endpoint_pool_runtime_consistency.spec.ts"
"APIs, webhooks, MCP, and Console Bridge","webhook_dlq_observability_runtime_consistency","m21_3","required_product_runtime_evidence_missing","telemetry_test + synthetic_monitor","tests/observability/webhook_dlq_observability_runtime_consistency.spec.ts, synthetics/webhook_dlq_notification_dispatch_latency.ts"
"APIs, webhooks, MCP, and Console Bridge","console_bridge_failure_storm_runtime","m11_3","required_product_runtime_evidence_missing","detector_test + notification_test + ops_browser_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"APIs, webhooks, MCP, and Console Bridge","ghost_ingestion_mcp_allowlist_runtime","m11_3","required_product_runtime_evidence_missing","MCP_policy_test + quota_test + audit_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Mobile, accessibility, localization, and performance","accessibility_settings_preference_contract","m11_3","required_product_runtime_evidence_missing","Settings -> Accessibility UI, §4.2.14 UserAccessibilityPreference handlers, DSAR export.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Mobile, accessibility, localization, and performance","rtl_directionality_runtime_contract","m11_3","required_product_runtime_evidence_missing","`useDirectionality()` hook and `responsive_conformance_suite` RTL passes.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Mobile, accessibility, localization, and performance","locale_resolution_engine_contract","m11_3","required_product_runtime_evidence_missing","Locale Resolution Engine, `next-intl` formatting, public and authenticated route shells.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Mobile, accessibility, localization, and performance","responsive_conformance_suite","m21_3","required_product_runtime_evidence_missing","ui_e2e + visual_regression",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Mobile, accessibility, localization, and performance","tap_count_probe","m21_3","required_product_runtime_evidence_missing","ui_e2e + nightly_full_sweep",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Mobile, accessibility, localization, and performance","core_web_vitals_in_app_lighthouse_ci","m21_3","required_product_runtime_evidence_missing","lighthouse_ci + synthetic_monitor",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Mobile, accessibility, localization, and performance","convex_reactivity_slo_regression","m11_3","required_product_runtime_evidence_missing","runtime_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Mobile, accessibility, localization, and performance","load_test_sla_breach","m21_3","required_product_runtime_evidence_missing","monthly_load + quarterly_spike + endurance",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Mobile, accessibility, localization, and performance","bundle_size_budget_in_app","m21_3","required_product_runtime_evidence_missing","build_check + pr_lint",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Mobile, accessibility, localization, and performance","mobile_full_parity_closure","m21_3","required_product_runtime_evidence_missing","runtime_test + release_stamp",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Mobile, accessibility, localization, and performance","ops_console_accessibility_compliance","m21_3","required_product_runtime_evidence_missing","browser_test + manual_audit",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Analytics, growth, PostHog, email, and monitoring","solo_telemetry_no_customer_routing","m11_3","required_product_runtime_evidence_missing","Webhook delivery + in-app inbox + email dispatch + PostHog payload routing.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Analytics, growth, PostHog, email, and monitoring","solo_telemetry_property_schema_completeness","m11_3","required_product_runtime_evidence_missing","Webhook serializer, PostHog mirror, and delivery-routing contract tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Analytics, growth, PostHog, email, and monitoring","firecrawl_outage_progress_line_substitution","m02_3","local_guard_present_external_evidence_pending","pr_lint + next.js render-path test + Datadog synthetic","deployed render-path and Datadog evidence remains required"
"Analytics, growth, PostHog, email, and monitoring","buyer_activation_metric_canonical_consumer","m21_3","required_product_runtime_evidence_missing","post-build",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Analytics, growth, PostHog, email, and monitoring","usage_dashboard_plan_gating_canonical_6_tier_consumer","m21_3","required_product_runtime_evidence_missing","post-build",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Analytics, growth, PostHog, email, and monitoring","solo_tier_buyer_hero_moment_slo_single_source","m21_3","required_product_runtime_evidence_missing","post-build",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Analytics, growth, PostHog, email, and monitoring","network_effects_dashboard_outage_render_contract","m02_3","local_guard_present_external_evidence_pending","pr_lint + next.js render-path test","deployed four-path render evidence remains required"
"Analytics, growth, PostHog, email, and monitoring","network_effect_attribution_window_canonical_consumer","m21_3","required_product_runtime_evidence_missing","Snowflake/dbt + PostHog query + dashboard/export parity",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Analytics, growth, PostHog, email, and monitoring","negative_network_effects_monitoring_contract","m21_3","required_product_runtime_evidence_missing","Snowflake/dbt + dashboard + Datadog/PagerDuty + audit integration",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Analytics, growth, PostHog, email, and monitoring","email_bounce_complaint_suppression_runtime","m02_3","local_guard_present_external_evidence_pending","pr_lint + runtime_test","deployed provider-webhook and pre-dispatch suppression evidence remains required"
"Analytics, growth, PostHog, email, and monitoring","agent_budget_breach","m11_3","required_product_runtime_evidence_missing","runtime_test + eval_harness",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Analytics, growth, PostHog, email, and monitoring","appendix_g_legacy_alias_retirement_enforced","m02_3","local_guard_present_external_evidence_pending","pr_lint + runtime_test","the composite row remains pending for runtime emitter and dashboard-query evidence"
"Analytics, growth, PostHog, email, and monitoring","firecrawl_status_line_variant_materialization","m11_3","required_product_runtime_evidence_missing","deploy_validator + render_test","convex/deploy_validators/firecrawl_status_line_variant_materialization.ts, tests/render/firecrawl_status_line_variant_materialization.spec.tsx"
"Analytics, growth, PostHog, email, and monitoring","buyer_evaluation_funnel_derivation_consistency","m02_3","local_guard_present_external_evidence_pending","warehouse_model_test + pr_lint","the composite row remains pending for warehouse-model evidence"
"Analytics, growth, PostHog, email, and monitoring","posthog_event_contract_runtime_consistency","m21_3","required_product_runtime_evidence_missing","event_schema_test + dashboard_privacy_test",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics"
"Analytics, growth, PostHog, email, and monitoring","growth_loop_l1_delivery_reputation_runtime","m11_3","required_product_runtime_evidence_missing","outbox_test + provider_contract_test + attribution_test",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Cross-cutting release controls","solo_dual_console_independent_invoicing","m11_3","required_product_runtime_evidence_missing","Stripe billing-cycle integration test.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Cross-cutting release controls","solo_engine_metering_parity","m11_3","required_product_runtime_evidence_missing","AIOperation write-handler and pre-provider suppression-decision tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Cross-cutting release controls","solo_throttling_class_change_takes_effect_at_next_envelope_rollover","m11_3","required_product_runtime_evidence_missing","CapabilityRegistryEntry mutation handler tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Cross-cutting release controls","solo_envelope_throttling_targets_low_priority_background_only","m11_3","required_product_runtime_evidence_missing","Throttling-engagement tests.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration"
"Cross-cutting release controls","appendix_m_coverage_on_diff","m02_3","partial_local_chain_external_evidence_pending","`Sourcera_Master_Spec.md` post-edit Markdown parse tree relative to merge-base snapshot. Detector at `tools/spec-lint/appendix_m_coverage_on_diff.ts` plus parser / cross-validator / filter / poster / audit-normalization chain.","tools/spec-lint/appendix_m_coverage_on_diff.ts, tools/spec-lint/override_parser.ts, tools/spec-lint/cross_validation.ts, tools/spec-lint/cosmetic_edit_filter.ts, tools/spec-lint/comment_poster.ts, tools/spec-lint/audit_emit.ts, .github/workflows/spec-lint.yml, convex/crons/appendix_m_gate_nightly_digest.ts, convex/audit/spec_lint_audit_event.ts, tools/release/runtime_evidence/appendix_m_coverage_on_diff.json"
